pgNo,startX,startY,endX,endY,w,h,fntSize,txtColor,txtFnt,pgW,pgH,topMargin,bottomMargin,leftMargin,rightMargin,o,docName,label
2,323.52,254.87,326.64,257.28,3.12,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,254.87,337.9200122,323.52,514.8000024,H,Boparais.pdf,Undefined
2,326.4,254.87,327.48,257.28,1.08,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,254.87,337.9200122,326.4,513.9600024,.,Boparais.pdf,Undefined
2,327.36,254.87,329.76,257.28,2.4,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,254.87,337.9200122,327.36,511.6800024,P,Boparais.pdf,Undefined
2,361.44,258.44,363.84,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,361.44,477.6000024,3,Boparais.pdf,Undefined
2,364.32,258.44,366.72,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,364.32,474.7200024,4,Boparais.pdf,Undefined
2,367.2,258.44,369.6,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,367.2,471.8400024,5,Boparais.pdf,Undefined
2,370.08,258.44,372.48,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,370.08,468.9600024,3,Boparais.pdf,Undefined
2,379.2,258.44,381.6,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,379.2,459.8400024,0,Boparais.pdf,Undefined
2,382.08,258.44,384.48,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,382.08,456.9600024,9,Boparais.pdf,Undefined
2,384.96,258.44,387.36,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,384.96,454.0800024,9,Boparais.pdf,Undefined
2,407.04,253.43,409.44,255.84,2.4,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,253.43,339.3600122,407.04,432.0000024,F,Boparais.pdf,Undefined
2,409.44,253.43,412.56,255.84,3.12,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,253.43,339.3600122,409.44,428.8800024,A,Boparais.pdf,Undefined
2,412.32,253.43,415.2,255.84,2.88,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,253.43,339.3600122,412.32,426.2400024,C,Boparais.pdf,Undefined
2,414.72,253.43,416.16,255.84,1.44,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,253.43,339.3600122,414.72,425.2800024,I,Boparais.pdf,Undefined
2,416.16,253.43,418.8,255.84,2.64,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,253.43,339.3600122,416.16,422.6400024,L,Boparais.pdf,Undefined
2,418.56,253.43,420,255.84,1.44,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,253.43,339.3600122,418.56,421.4400024,I,Boparais.pdf,Undefined
2,420,253.43,422.64,255.84,2.64,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,253.43,339.3600122,420,418.8000024,T,Boparais.pdf,Undefined
2,422.4,253.43,425.52,255.84,3.12,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,253.43,339.3600122,422.4,415.9200024,Y,Boparais.pdf,Undefined
2,407.04,258.71,409.44,261.12,2.4,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,407.04,432.0000024,S,Boparais.pdf,Undefined
2,408.96,258.71,411.6,261.12,2.64,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,408.96,429.8400024,E,Boparais.pdf,Undefined
2,411.36,258.71,414.24,261.12,2.88,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,411.36,427.2000024,R,Boparais.pdf,Undefined
2,414.24,258.71,417.36,261.12,3.12,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,414.24,424.0800024,V,Boparais.pdf,Undefined
2,416.64,258.71,418.08,261.12,1.44,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,416.64,423.3600024,I,Boparais.pdf,Undefined
2,418.08,258.71,420.96,261.12,2.88,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,418.08,420.4800024,C,Boparais.pdf,Undefined
2,420.48,258.71,423.12,261.12,2.64,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,420.48,418.3200024,E,Boparais.pdf,Undefined
2,434.88,258.44,437.55,261.12,2.67,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,434.88,403.8900024,F,Boparais.pdf,Undefined
2,437.28,258.44,438.61,261.12,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,437.28,402.8300024,/,Boparais.pdf,Undefined
2,439.68,258.44,443.15,261.12,3.47,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,439.68,398.2900024,A,Boparais.pdf,Undefined
2,459.36,258.44,461.76,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,459.36,379.6800024,1,Boparais.pdf,Undefined
2,477.12,258.71,479.28,261.12,2.16,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,477.12,362.1600024,8,Boparais.pdf,Undefined
2,480.48,258.71,483.6,261.12,3.12,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,480.48,357.8400024,H,Boparais.pdf,Undefined
2,483.36,258.71,486.24,261.12,2.88,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,483.36,355.2000024,R,Boparais.pdf,Undefined
2,486.24,258.71,488.64,261.12,2.4,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,258.71,334.0800122,486.24,352.8000024,S,Boparais.pdf,Undefined
2,497.76,258.44,500.16,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,497.76,341.2800024,1,Boparais.pdf,Undefined
2,500.64,258.44,503.04,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,500.64,338.4000024,2,Boparais.pdf,Undefined
2,503.52,258.44,505.92,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,503.52,335.5200024,7,Boparais.pdf,Undefined
2,506.4,258.44,508.8,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,506.4,332.6400024,5,Boparais.pdf,Undefined
2,509.28,258.44,511.68,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,509.28,329.7600024,5,Boparais.pdf,Undefined
2,524.16,258.44,526.56,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,524.16,314.8800024,3,Boparais.pdf,Undefined
2,527.04,258.44,529.44,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,527.04,312.0000024,1,Boparais.pdf,Undefined
2,551.52,258.44,553.92,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,551.52,287.5200024,1,Boparais.pdf,Undefined
2,554.4,258.44,556.8,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,554.4,284.6400024,2,Boparais.pdf,Undefined
2,557.28,258.44,559.68,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,557.28,281.7600024,7,Boparais.pdf,Undefined
2,560.16,258.44,562.56,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,560.16,278.8800024,5,Boparais.pdf,Undefined
2,563.04,258.44,565.44,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,563.04,276.0000024,5,Boparais.pdf,Undefined
2,565.92,258.44,567.12,261.12,1.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,565.92,274.3200024,.,Boparais.pdf,Undefined
2,566.88,258.44,569.28,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,566.88,272.1600024,0,Boparais.pdf,Undefined
2,569.76,258.44,572.16,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,569.76,269.2800024,0,Boparais.pdf,Undefined
2,591.84,258.44,594.24,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,591.84,247.2000024,0,Boparais.pdf,Undefined
2,608.16,258.44,610.56,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,608.16,230.8800024,4,Boparais.pdf,Undefined
2,611.04,258.44,613.44,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,611.04,228.0000024,1,Boparais.pdf,Undefined
2,613.92,258.44,616.32,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,613.92,225.1200024,1,Boparais.pdf,Undefined
2,616.8,258.44,618,261.12,1.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,616.8,223.4400024,.,Boparais.pdf,Undefined
2,617.76,258.44,620.16,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,617.76,221.2800024,4,Boparais.pdf,Undefined
2,620.64,258.44,623.04,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,620.64,218.4000024,5,Boparais.pdf,Undefined
2,636.48,258.44,638.88,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,636.48,202.5600024,0,Boparais.pdf,Undefined
2,639.36,258.44,640.56,261.12,1.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,639.36,200.8800024,.,Boparais.pdf,Undefined
2,640.32,258.44,642.72,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,640.32,198.7200024,0,Boparais.pdf,Undefined
2,643.2,258.44,645.6,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,643.2,195.8400024,0,Boparais.pdf,Undefined
2,660.48,258.44,662.88,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,660.48,178.5600024,1,Boparais.pdf,Undefined
2,663.36,258.44,665.76,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,663.36,175.6800024,2,Boparais.pdf,Undefined
2,666.24,258.44,668.64,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,666.24,172.8000024,7,Boparais.pdf,Undefined
2,669.12,258.44,671.52,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,669.12,169.9200024,5,Boparais.pdf,Undefined
2,672,258.44,674.4,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,672,167.0400024,5,Boparais.pdf,Undefined
2,674.88,258.44,676.08,261.12,1.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,674.88,165.3600024,.,Boparais.pdf,Undefined
2,675.84,258.44,678.24,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,675.84,163.2000024,0,Boparais.pdf,Undefined
2,678.72,258.44,681.12,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,678.72,160.3200024,0,Boparais.pdf,Undefined
2,704.64,258.44,707.04,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,704.64,134.4000024,2,Boparais.pdf,Undefined
2,707.52,258.44,709.92,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,707.52,131.5200024,2,Boparais.pdf,Undefined
2,710.4,258.44,712.8,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,710.4,128.6400024,9,Boparais.pdf,Undefined
2,713.28,258.44,715.68,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,713.28,125.7600024,5,Boparais.pdf,Undefined
2,716.16,258.44,717.36,261.12,1.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,716.16,124.0800024,.,Boparais.pdf,Undefined
2,717.12,258.44,719.52,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,717.12,121.9200024,9,Boparais.pdf,Undefined
2,720,258.44,722.4,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,720,119.0400024,0,Boparais.pdf,Undefined
2,732.96,258.44,735.36,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,732.96,106.0800024,1,Boparais.pdf,Undefined
2,735.84,258.44,738.24,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,735.84,103.2000024,5,Boparais.pdf,Undefined
2,738.72,258.44,741.12,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,738.72,100.3200024,0,Boparais.pdf,Undefined
2,741.6,258.44,744,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,741.6,97.44000244,5,Boparais.pdf,Undefined
2,744.48,258.44,746.88,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,744.48,94.56000244,0,Boparais.pdf,Undefined
2,747.36,258.44,748.56,261.12,1.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,747.36,92.88000244,.,Boparais.pdf,Undefined
2,748.32,258.44,750.72,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,748.32,90.72000244,9,Boparais.pdf,Undefined
2,751.2,258.44,753.6,261.12,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,751.2,87.84000244,0,Boparais.pdf,Undefined
2,756.96,258.44,760.16,261.12,3.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,258.44,334.0800122,756.96,81.28000244,C,Boparais.pdf,Undefined
2,65.76,271.88,70.03,274.56,4.27,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,65.76,771.4100024,M,Boparais.pdf,Undefined
2,69.6,271.88,71.73,274.56,2.13,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,69.6,769.7100024,a,Boparais.pdf,Undefined
2,72,271.88,74.4,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,72,767.0400024,y,Boparais.pdf,Undefined
2,74.4,271.88,76,274.56,1.6,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,74.4,765.4400024,-,Boparais.pdf,Undefined
2,75.84,271.88,78.24,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,75.84,763.2000024,1,Boparais.pdf,Undefined
2,78.72,271.88,81.12,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,78.72,760.3200024,9,Boparais.pdf,Undefined
2,84.48,271.88,87.68,274.56,3.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,84.48,753.7600024,B,Boparais.pdf,Undefined
2,87.36,271.88,89.76,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,87.36,751.6800024,o,Boparais.pdf,Undefined
2,89.76,271.88,92.16,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,89.76,749.2800024,p,Boparais.pdf,Undefined
2,92.64,271.88,94.77,274.56,2.13,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,92.64,746.6700024,a,Boparais.pdf,Undefined
2,95.04,271.88,96.64,274.56,1.6,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,95.04,744.8000024,r,Boparais.pdf,Undefined
2,96.96,271.88,99.09,274.56,2.13,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,96.96,742.3500024,a,Boparais.pdf,Undefined
2,99.36,271.88,100.69,274.56,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,99.36,740.7500024,i,Boparais.pdf,Undefined
2,100.8,271.88,101.66,274.56,0.86,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,100.8,739.7800024,,Boparais.pdf,Undefined
2,101.76,271.88,103.63,274.56,1.87,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,101.76,737.8100024,s,Boparais.pdf,Undefined
2,104.64,271.88,108.91,274.56,4.27,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,104.64,732.5300024,M,Boparais.pdf,Undefined
2,108.48,271.88,110.61,274.56,2.13,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,108.48,730.8300024,a,Boparais.pdf,Undefined
2,110.88,271.88,112.48,274.56,1.6,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,110.88,728.9600024,r,Boparais.pdf,Undefined
2,112.8,271.88,114.13,274.56,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,112.8,727.3100024,t,Boparais.pdf,Undefined
2,114.24,271.88,115.57,274.56,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,114.24,725.8700024,i,Boparais.pdf,Undefined
2,115.68,271.88,117.81,274.56,2.13,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,115.68,723.6300024,a,Boparais.pdf,Undefined
2,118.08,271.88,119.41,274.56,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,118.08,722.0300024,l,Boparais.pdf,Undefined
2,120.48,271.88,123.15,274.56,2.67,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,120.48,718.2900024,S,Boparais.pdf,Undefined
2,122.88,271.88,125.01,274.56,2.13,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,122.88,716.4300024,e,Boparais.pdf,Undefined
2,125.28,271.88,127.41,274.56,2.13,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,125.28,714.0300024,c,Boparais.pdf,Undefined
2,127.2,271.88,129.6,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,127.2,711.8400024,u,Boparais.pdf,Undefined
2,130.08,271.88,131.68,274.56,1.6,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,130.08,709.7600024,r,Boparais.pdf,Undefined
2,132,271.88,133.33,274.56,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,132,708.1100024,i,Boparais.pdf,Undefined
2,133.44,271.88,134.77,274.56,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,133.44,706.6700024,t,Boparais.pdf,Undefined
2,134.88,271.88,137.28,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,134.88,704.1600024,y,Boparais.pdf,Undefined
2,138.24,271.88,140.91,274.56,2.67,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,138.24,700.5300024,P,Boparais.pdf,Undefined
2,141.12,271.88,143.52,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,141.12,697.9200024,v,Boparais.pdf,Undefined
2,143.52,271.88,144.85,274.56,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,143.52,696.5900024,t,Boparais.pdf,Undefined
2,144.96,271.88,146.16,274.56,1.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,144.96,695.2800024,.,Boparais.pdf,Undefined
2,146.88,271.88,149.81,274.56,2.93,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,146.88,691.6300024,L,Boparais.pdf,Undefined
2,149.28,271.88,150.61,274.56,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,149.28,690.8300024,t,Boparais.pdf,Undefined
2,150.72,271.88,153.12,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,150.72,688.3200024,d,Boparais.pdf,Undefined
2,153.6,271.88,154.8,274.56,1.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,153.6,686.6400024,.,Boparais.pdf,Undefined
2,209.28,272.15,211.44,274.56,2.16,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,272.15,320.6400122,209.28,630.0000024,0,Boparais.pdf,Undefined
2,211.68,272.15,213.84,274.56,2.16,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,272.15,320.6400122,211.68,627.6000024,1,Boparais.pdf,Undefined
2,214.08,272.15,215.16,274.56,1.08,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,272.15,320.6400122,214.08,626.2800024,.,Boparais.pdf,Undefined
2,215.04,272.15,217.2,274.56,2.16,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,272.15,320.6400122,215.04,624.2400024,0,Boparais.pdf,Undefined
2,217.44,272.15,219.6,274.56,2.16,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,272.15,320.6400122,217.44,621.8400024,6,Boparais.pdf,Undefined
2,219.84,272.15,220.92,274.56,1.08,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,272.15,320.6400122,219.84,620.5200024,.,Boparais.pdf,Undefined
2,220.8,272.15,222.96,274.56,2.16,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,272.15,320.6400122,220.8,618.4800024,2,Boparais.pdf,Undefined
2,223.2,272.15,225.36,274.56,2.16,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,272.15,320.6400122,223.2,616.0800024,0,Boparais.pdf,Undefined
2,225.6,272.15,227.76,274.56,2.16,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,272.15,320.6400122,225.6,613.6800024,1,Boparais.pdf,Undefined
2,228,272.15,230.16,274.56,2.16,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,272.15,320.6400122,228,611.2800024,9,Boparais.pdf,Undefined
2,232.8,266.12,236.27,268.8,3.47,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,232.8,605.1700024,V,Boparais.pdf,Undefined
2,235.68,266.12,237.01,268.8,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,235.68,604.4300024,i,Boparais.pdf,Undefined
2,237.12,266.12,238.99,268.8,1.87,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,237.12,602.4500024,s,Boparais.pdf,Undefined
2,239.04,266.12,241.44,268.8,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,239.04,600.0000024,h,Boparais.pdf,Undefined
2,241.92,266.12,244.05,268.8,2.13,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,241.92,597.3900024,a,Boparais.pdf,Undefined
2,244.32,266.12,245.65,268.8,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,244.32,595.7900024,l,Boparais.pdf,Undefined
2,246.72,266.12,249.92,268.8,3.2,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,246.72,591.5200024,C,Boparais.pdf,Undefined
2,249.6,266.12,252,268.8,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,249.6,589.4400024,h,Boparais.pdf,Undefined
2,252.48,266.12,254.61,268.8,2.13,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,252.48,586.8300024,a,Boparais.pdf,Undefined
2,254.88,266.12,257.28,268.8,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,254.88,584.1600024,n,Boparais.pdf,Undefined
2,257.76,266.12,260.16,268.8,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,257.76,581.2800024,d,Boparais.pdf,Undefined
2,260.64,266.12,262.77,268.8,2.13,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,260.64,578.6700024,e,Boparais.pdf,Undefined
2,263.04,266.12,264.37,268.8,1.33,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,266.12,326.4000122,263.04,577.0700024,l,Boparais.pdf,Undefined
2,232.8,271.88,234.4,274.56,1.6,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,232.8,607.0400024,(,Boparais.pdf,Undefined
2,234.72,271.88,238.19,274.56,3.47,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,234.72,603.2500024,V,Boparais.pdf,Undefined
2,237.6,271.88,240,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,237.6,601.4400024,6,Boparais.pdf,Undefined
2,240.48,271.88,242.88,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,240.48,598.5600024,6,Boparais.pdf,Undefined
2,243.36,271.88,245.76,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,243.36,595.6800024,8,Boparais.pdf,Undefined
2,246.24,271.88,248.64,274.56,2.4,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,246.24,592.8000024,0,Boparais.pdf,Undefined
2,249.12,271.88,250.72,274.56,1.6,2.68,5.36,-16777216,Times-Roman,841.4400024,595.2000122,271.88,320.6400122,249.12,590.7200024,),Boparais.pdf,Undefined
2,280.8,267.83,283.44,270.24,2.64,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,267.83,324.9600122,280.8,558.0000024,T,Boparais.pdf,Undefined
2,283.2,267.83,285.12,270.24,1.92,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,267.83,324.9600122,283.2,556.3200024,e,Boparais.pdf,Undefined
2,285.12,267.83,287.28,270.24,2.16,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,267.83,324.9600122,285.12,554.1600024,h,Boparais.pdf,Undefined
2,287.04,267.83,288.72,270.24,1.68,2.41,4.82,-16777216,Times-Roman,841.4400024,595.2000122,267.83,324.9600122,287.04,552.7200024,s,Boparais.pdf,Undefined
